Date,Category,Title,Text
26 авг 2022 13:58,Экономика,В Македонии объявили особый режим из-за проблем с энергоснабжением,NO TEXT
26 авг 2022 12:01,Политика,Болгария предложила «Газпрому» обсудить поставки газа,"Ранее Болгария отказалась платить по предложенной Россией схеме, из-за чего лишилась прямых поставок, но продолжила закупку через посредников. Теперь София готова обсудить возобновление поставок"
26 авг 2022 02:02,Политика,Siemens Energy объяснила заявление Канады о передаче шести турбин ФРГ,NO TEXT
26 авг 2022 01:19,Политика,Гаага попросит о временном исключении из санкций против России из-за газа,"Гаага, как и весь ЕС, должна к 10 октября разорвать контракты с российскими компаниями (в данном случае с «Газпромом», который поставляет ей газ). Однако проведенные тендеры не дали результата и новый поставщик не был найден"
25 авг 2022 11:25,Политика,«Газпром» опроверг наличие у Канады турбин для «Северного потока»,"Накануне Канада заявила о намерении передать Германии после ремонта шесть турбин для «Северного потока». Российская сторона заявила, что ни один из двигателей сейчас не находится на ремонте в этой стране"
23 авг 2022 02:24,Экономика,Расчетная цена за газ достигла рекорда с 1996 года,Расчетная цена газа на фоне планов «Газпрома» приостановить на три дня прокачку по «Северному потоку» в начале недели достигла рекордной отметки с 1996 года — за все время функционирования газовых хабов в Европе
20 авг 2022 01:20,Политика,ОГТС Украины заявил о возможности компенсировать «перебои» в работе СП-1,NO TEXT
16 авг 2022 15:17,Политика,«Газпром» допустил подъем цен на газ в Европе этой зимой выше $4000,"С начала года «Газпром» поставил в страны дальнего зарубежья 78,5 млрд куб. м газа. Это на 36,2% (на 44,6 млрд куб. м) меньше, чем за тот же период прошлого года"
11 авг 2022 09:54,Политика,Норвежцы и британцы проведут аудит долга Молдавии перед «Газпромом»,Аудит проведут две компании — Wikborg Rein Advokatfirma AS из Норвегии и Forensic Risk Alliance & Co из Великобритании. «Газпром» оценивает задолженность «Молдовагаза» в $709 млн. Кишинев с этой суммой не согласен
04 авг 2022 16:24,Политика,"«Газпром» объяснил, почему не может вернуть турбину для Nord Stream","Компании нужны официальные разъяснения ЕС и Британии о том, что ремонт и перевозка турбин не подпадет под санкции, заявили в «Газпроме». Siemens Energy и власти ФРГ настаивают, что ограничений для ее перевозки нет"
04 авг 2022 10:08,Политика,Siemens Energy назвала «просто неправдой» слова «Газпрома» о турбине,"Санкций Европы против турбины для «Северного потока» нет, несмотря на то что «Газпром» утверждает обратное, сообщили в Siemens Energy. Канцлер Германии Шольц говорил, что турбина может быть транспортирована в любое время"
03 авг 2022 19:16,Политика,«Газпром» заявил о невозможности возвращения турбины «Северного потока»,"Возврат двигателя невозможен из-за ограничений Канады, ЕС, Великобритании, а также «несоответствия существующей ситуации действующим контрактным обязательствам со стороны Siemens», заявили в компании"
03 авг 2022 13:40,Политика,Шрёдер объяснил защитой семьи отказ от работы в «Газпроме» и «Роснефти»,"Шрёдер заявил о «непредсказуемом рвении» авторов санкций ЕС, из-за чего в целях защиты семьи он покинул в мае совет директоров «Роснефти» и отказался от должности в «Газпроме»"
03 авг 2022 13:23,Политика,Siemens Energy сообщила о трудностях с доставкой турбины из-за «Газпрома»,"Для транспортировки турбины в Россию необходимо участие «Газпрома», но пока его нет, сообщили в Siemens Energy. Канцлер Шольц отметил, что Москва должна только сказать «пожалуйста, пришлите ее», все остальные разрешения есть"
03 авг 2022 10:47,Политика,Шольц не увидел препятствий для отправки в Россию турбины для Nord Stream,"Россия может получить турбину для «Северного потока», проблем для этого нет, заверил Шольц. Он допустил, что перебои с поставками газа все равно будут возникать. В Siemens говорили, что не получили таможенные документы от Москвы"
02 авг 2022 19:54,Политика,Siemens раскрыла местоположение турбины для «Северного потока»,"По данным немецкого телеканала N-tv, канцлер Германии 3 августа посетит завод Siemens в Мюльхайм-на-Руре, где осмотрит отремонтированную турбину для насосной станции «Газпрома» и сделает краткое заявление"
01 авг 2022 13:26,Экономика,«Газпром» нарастил поставки в Китай по «Силе Сибири» почти на 61%,"За семь месяцев экспорт в страны дальнего зарубежья снизился на 34,7%, или на 40 млрд куб. м, сообщили в «Газпроме». В компании подчеркнули, что поставляют газ «согласно подтвержденным заявкам»"
30 июл 2022 10:06,Политика,«Газпром» прекратил поставки газа в Латвию,"«Газпром» не уточнил, о каких нарушениях идет речь. Латвийский оператор Latvijas Gaze ранее возобновил закупку российского газа через посредника. В апреле Латвия отказалась от прямых поставок газа за рубли"
30 июл 2022 00:16,Политика,«Газпром» опубликовал документы по состоянию турбин для «Севпотока»,NO TEXT
28 июл 2022 03:38,Политика,Siemens заявила об отсутствии проблем с возвратом турбин для Nord Stream,NO TEXT
28 июл 2022 01:00,Экономика,Какие страны Европы зависят от российского газа. Инфографика,"Северная Македония, Молдавия и Босния и Герцеговина на 100% зависят от газа, поставляемого из России. Сколько газа получают из России другие страны в Европе и ЕС в целом — в инфографике РБК"
27 июл 2022 12:37,Политика,"Песков заявил, что «Газпром» технически не может поставлять больше газа","С начала июня «Газпром» сократил поставки газа по «Северному потоку» на 80%. По словам Пескова, у компании нет возможности поставлять больше газа из-за необходимости ремонта оборудования, осложняемого из-за санкций"
27 июл 2022 10:27,Политика,Поток газа по «Северному потоку» сократился до 20% от проектной мощности,"Ранее «Газпром» сообщил, что с 27 июля выведет из эксплуатации еще одну турбину на КС «Портовая» трубопровода «Северный поток». По данным немецкого оператора Gascade, поток газа сократился до 20% от проектной мощности"
27 июл 2022 01:34,Политика,Поставки газа по «Северному потоку» составят 20% от проектной мощности,"С 27 июля «Газпром» выведет из эксплуатации еще одну турбину, после чего поставки газа упадут с 40% от плановых объемов до 20%"
26 июл 2022 14:02,Политика,Песков анонсировал заявление «Газпрома» по «Северному потоку-1»,NO TEXT
26 июл 2022 00:28,Политика,Киев сообщил о скачке давления в газопроводе Уренгой — Помары — Ужгород,"«Газпром» «без предупреждения» увеличил давление газа в трубопроводе, заявил «Оператор ГТС Украины». Подобные действия могут привести к нештатным ситуациям, предупредили там"
25 июл 2022 20:54,Политика,Siemens назвала препятствие для ввоза турбин «Северного потока» в Россию,"По ее данным, «Газпром» должен предоставить таможенные документы для ввоза турбины в Россию. Ранее о том, что компания не дает разрешения на ввоз, писал Reuters. В Кремле это опровергали"
24 июл 2022 21:54,Политика,«Коммерсантъ» узнал о передаче «Газпрому» лицензии на турбину,"Siemens Energy направила «Газпрому» выданную Канадой экспортную лицензию, пишет газета. Российская компания должна изменить отгрузочную документацию и прислать документы"
